enrollment_id,X_train_feature,dropout_train
26627,10 12 1 1 1 3,1
26628,3 591 10 9 53 103,0
26629,13 32 2 2 11 3,1
26630,11 15 2 2 4 2,1
26631,9 1 1 1 1 0,1
26632,14 5 1 1 2 1,1
26633,27 395 18 16 43 55,0
26634,14 9 1 1 1 2,1
26635,1 1 1 1 1 0,1
26636,23 4 1 2 3 0,1
26637,29 175 1 6 2 9,1
26638,13 1 1 1 1 0,1
26639,15 261 7 9 45 44,0
26640,17 6 1 1 2 1,1
26641,7 1 1 1 1 0,1
26642,9 279 13 9 28 72,0
26643,4 21 2 2 10 3,1
26644,23 5 1 1 3 1,1
26645,29 6 1 1 2 1,1
26646,1 33 2 3 5 1,1
26647,21 6 1 1 2 1,1
26648,29 9 1 2 2 2,1
26649,34 6 1 1 2 1,1
26650,18 1 1 1 1 0,1
26651,1 83 5 3 12 14,0
26652,33 1 1 1 1 0,1
26653,25 1 1 1 1 0,1
26654,7 5 1 1 5 0,1
26655,7 19 1 2 3 1,1
26656,11 8 1 1 2 2,1
26657,18 1 1 1 1 0,1
26658,7 2 2 2 7 8,1
26659,9 1 1 1 1 0,1
26660,12 11 1 1 3 0,1
26661,21 112 3 5 13 27,0
26662,24 5 1 1 5 0,1
26663,7 3 1 1 3 0,1
26664,15 67 2 2 4 18,1
26665,35 1 1 1 1 0,1
26666,15 46 3 4 17 18,1
26667,25 21 1 1 3 6,1
26668,20 34 1 1 3 10,1
26669,11 2 1 1 2 0,1
26670,15 261 9 7 77 58,1
26671,7 5 1 2 1 1,1
26672,4 272 10 11 44 53,0
26673,5 1 1 1 1 0,1
26674,4 72 3 6 3 19,0
26675,14 217 9 12 21 82,0
26676,18 1 1 1 1 0,1
26677,15 128 3 9 17 34,1
26678,2 8 1 1 5 1,1
26679,15 32 4 6 7 9,1
26680,15 37 1 3 3 9,1
26681,17 196 8 6 16 22,0
26682,4 43 2 3 10 8,1
26683,4 119 4 4 9 15,1
26684,30 2 2 2 2 0,1
26685,11 50 1 3 2 10,1
26686,0 9 1 1 4 1,0
26687,15 15 1 1 4 4,0
26688,18 6 1 1 2 1,1
26689,9 20 2 3 3 5,1
26690,7 4 1 1 3 0,1
26691,27 1 1 1 1 0,0
26692,16 1 1 1 1 0,1
26693,4 139 6 7 11 38,0
26694,22 100 3 3 9 32,0
26695,0 175 6 7 10 8,1
26696,14 302 8 14 74 46,0
26697,13 207 5 6 18 35,0
26698,9 3 1 1 3 0,1
26699,3 9 1 2 2 2,1
26700,0 38 1 2 8 10,1
26701,0 57 1 2 29 6,1
26702,5 5 1 1 2 1,1
26703,6 2 1 1 2 0,1
26704,14 1 1 1 1 0,1
26705,13 63 3 5 8 19,0
26706,0 7 1 1 3 1,1
26707,8 3 1 1 3 0,1
26708,10 54 2 2 6 8,1
26709,11 34 2 2 13 1,1
26710,10 1 1 1 1 0,1
26711,14 10 1 1 6 1,1
26712,9 158 7 4 13 41,0
26713,20 32 1 3 3 9,1
26714,7 40 5 6 1 5,0
26715,23 12 1 1 2 1,1
26716,2 1 1 1 1 0,1
26717,3 127 2 2 2 26,1
26718,35 11 1 1 1 3,1
26719,21 2 1 2 2 0,1
26720,15 189 8 10 21 64,0
26721,0 2 1 1 2 0,1
26722,2 8 1 1 5 0,1
26723,36 24 2 3 5 3,1
26724,1 1 1 1 1 0,0
26725,13 10 1 1 4 2,1
26726,9 2 2 2 2 0,1
26727,4 124 7 12 22 4,0
26728,7 11 2 3 6 2,1
26729,4 1 1 1 1 0,1
26730,15 32 3 3 16 16,0
26731,28 12 1 2 3 3,1
26732,1 64 1 3 9 6,1
26733,7 11 1 2 7 0,1
26734,7 12 1 1 1 1,0
26735,21 91 5 2 17 1,1
26736,7 133 3 7 24 18,1
26737,12 2 1 1 2 0,1
26738,8 1 1 1 1 0,1
26739,7 101 4 8 22 28,0
26740,7 187 4 4 41 19,0
26741,5 433 6 12 14 57,0
26742,18 10 1 2 2 2,1
26743,7 10 1 1 4 1,1
26744,15 87 9 10 6 6,0
26745,12 24 3 5 3 5,1
26746,0 28 2 2 7 0,1
26747,1 4 1 1 2 0,1
26748,12 40 5 11 13 1,1
26749,1 7 2 3 3 1,1
26750,21 8 1 2 4 1,1
26751,9 54 3 4 3 15,0
26752,14 2 1 1 2 0,1
26753,33 1 1 1 1 0,1
26754,13 1 1 1 1 0,1
26755,1 27 1 2 7 4,1
26756,7 265 14 10 28 64,0
26757,11 1 1 1 3 1,1
26758,15 18 1 3 7 3,1
26759,15 6 1 1 2 1,1
26760,7 14 1 2 2 4,1
26761,7 35 1 3 9 3,0
26762,7 110 2 3 14 6,0
26763,3 5 1 1 1 1,1
26764,7 11 2 1 2 0,1
26765,7 13 2 2 4 1,0
26766,7 5 1 2 2 1,1
26767,15 96 7 8 14 26,0
26768,29 10 1 1 3 2,1
26769,18 7 1 1 2 1,1
26770,38 1 1 1 1 0,1
26771,0 8 1 1 1 2,1
26772,25 1 1 1 1 0,1
26773,1 103 7 6 14 28,0
26774,7 7 1 2 2 1,0
26775,7 93 2 5 14 11,1
26776,1 1 1 1 1 0,1
26777,38 1 1 1 1 0,1
26778,1 126 6 9 17 35,0
26779,0 19 1 2 2 5,1
26780,22 364 7 13 30 73,0
26781,3 25 1 3 7 1,1
26782,13 63 3 7 9 13,1
26783,15 247 6 4 55 36,1
26784,36 90 4 9 16 23,1
26785,4 19 1 1 9 3,1
26786,31 2 1 1 2 0,1
26787,26 22 1 2 2 5,1
26788,18 31 2 3 7 6,1
26789,18 12 2 3 16 6,1
26790,23 4 1 1 2 0,1
26791,18 1 1 1 1 0,1
26792,9 15 1 1 10 1,1
26793,15 11 1 1 6 1,1
26794,7 116 5 7 22 19,0
26795,18 38 2 4 3 9,0
26796,8 21 1 2 6 0,1
26797,4 310 16 15 47 5,0
26798,4 13 1 2 5 3,1
26799,4 204 12 12 19 61,0
26800,37 5 2 1 2 0,1
26801,0 1 1 1 1 0,1
26802,7 11 1 2 4 2,1
26803,14 200 10 16 20 58,1
26804,4 102 3 5 7 19,0
26805,7 14 2 3 7 1,1
26806,36 11 1 1 5 1,1
26807,2 19 1 1 2 4,1
26808,23 2 1 1 2 0,1
26809,25 57 2 5 5 18,1
26810,34 1 1 1 1 0,1
26811,1 165 7 8 21 31,0
26812,15 49 2 4 11 11,1
26813,12 47 3 6 4 11,1
26814,33 1 1 1 1 0,1
26815,21 1 1 1 1 0,1
26816,9 1 1 1 1 0,1
26817,37 8 1 1 2 1,1
26818,1 1 1 1 1 0,1
26819,3 12 1 1 2 3,1
26820,18 161 7 8 16 31,0
26821,1 5 1 1 2 0,1
26822,37 1 1 1 1 0,1
26823,18 36 1 2 1 0,1
26824,25 8 1 1 1 2,1
26825,21 2 1 1 2 0,1
26826,7 7 1 1 3 1,1
26827,11 10 1 1 6 0,1
26828,9 42 1 2 3 9,1
26829,0 3 1 1 3 0,1
26830,4 26 2 3 5 6,1
26831,11 49 2 3 7 8,1
26832,34 8 2 3 5 0,1
26833,15 59 2 3 11 16,0
26834,10 5 1 1 1 1,1
26835,1 10 1 1 5 0,1
26836,6 1 1 1 1 0,1
26837,13 23 1 1 5 3,1
26838,7 145 6 8 27 20,0
26839,12 6 1 1 2 1,1
26840,2 66 2 5 16 8,0
26841,4 179 4 9 20 2,0
26842,15 438 14 10 63 74,0
26843,13 10 2 2 3 2,1
26844,5 1 1 1 1 0,1
26845,7 14 1 1 6 0,1
26846,23 1 1 1 1 0,1
26847,11 37 2 4 3 2,1
26848,15 260 7 9 32 66,0
26849,18 1 1 1 1 0,1
26850,17 72 3 6 4 10,1
26851,17 303 12 8 55 28,0
26852,21 1 1 1 1 0,1
26853,7 124 5 9 14 18,1
26854,11 1 1 1 1 0,1
26855,3 15 1 1 2 3,1
26856,36 32 1 1 2 8,0
26857,7 1 1 1 1 0,1
26858,7 11 1 2 2 1,1
26859,24 9 1 1 6 0,1
26860,7 43 1 3 12 3,1
26861,22 1 1 1 1 0,1
26862,1 13 2 2 4 2,1
26863,8 174 5 6 11 44,1
26864,16 1 1 1 1 0,0
26865,32 3 1 1 3 0,1
26866,4 176 7 9 4 42,0
26867,3 26 1 3 6 4,1
26868,15 25 1 2 4 8,1
26869,21 19 2 2 2 4,1
26870,1 7 1 1 2 1,1
26871,6 1 1 1 1 0,1
26872,21 9 1 1 3 1,1
26873,27 2 1 1 2 0,1
26874,7 42 2 3 4 10,1
26875,8 227 8 13 9 56,1
26876,18 12 1 1 1 1,1
26877,1 6 1 1 3 1,1
26878,7 141 5 6 23 19,0
26879,13 8 1 1 5 1,1
26880,30 7 1 1 3 1,1
26881,1 7 1 2 3 1,1
26882,21 1 1 1 1 0,1
26883,22 8 1 3 3 1,1
26884,13 99 5 7 48 11,1
26885,11 21 3 5 3 2,0
26886,26 10 1 2 1 2,0
26887,19 5 1 1 1 1,1
26888,2 13 1 1 4 0,1
26889,4 272 11 5 30 7,0
26890,14 2 1 1 2 0,1
26891,37 34 1 1 7 4,1
26892,0 11 1 1 4 2,1
26893,5 12 1 1 4 0,1
26894,1 1 1 1 1 0,1
26895,15 12 1 1 3 3,1
26896,25 2 1 1 2 0,1
26897,15 33 1 3 7 7,1
26898,11 4 1 2 4 0,1
26899,18 1 1 1 1 0,1
26900,15 102 1 3 6 32,1
26901,0 231 2 9 4 38,1
26902,0 14 1 1 2 2,1
26903,1 17 1 2 5 1,1
26904,31 4 1 1 3 0,1
26905,22 73 1 2 8 13,1
26906,21 18 3 4 9 3,1
26907,1 72 4 5 7 22,1
26908,27 107 6 6 6 28,0
26909,21 17 1 2 8 2,1
26910,15 112 7 11 11 37,0
26911,18 1 1 1 3 2,1
26912,24 4 1 1 4 0,1
26913,15 1 1 1 1 0,1
26914,1 8 1 1 4 0,1
26915,11 178 2 5 19 24,0
26916,6 2 2 2 3 5,1
26917,21 1 1 1 1 0,1
26918,15 3 1 1 3 0,1
26919,20 3 2 2 3 0,1
26920,23 24 3 5 5 5,1
26921,26 1 1 1 1 0,1
26922,9 1 1 1 1 0,1
26923,18 7 1 2 3 0,1
26924,2 15 1 2 1 3,1
26925,0 11 1 2 2 1,1
26926,16 1 1 1 1 0,1
26927,29 53 14 13 28 4,0
26928,27 1 1 1 1 0,1
26929,4 14 1 1 4 1,0
26930,11 27 2 4 3 5,1
26931,8 2 1 1 2 0,1
26932,22 91 4 7 16 15,1
26933,11 358 4 4 15 73,0
26934,20 2 1 1 2 0,1
26935,11 128 6 7 14 30,0
26936,12 5 1 1 1 1,1
26937,11 24 1 2 1 7,1
26938,15 97 2 4 11 24,1
26939,11 42 2 2 4 12,1
26940,5 5 1 1 1 1,1
26941,19 21 1 3 3 2,1
26942,4 182 7 13 11 52,0
26943,12 19 3 5 6 2,1
26944,4 30 1 2 7 7,1
26945,22 1 1 1 1 0,1
26946,1 62 2 2 7 14,0
26947,11 11 1 1 2 2,1
26948,33 4 1 1 3 0,1
26949,1 7 1 2 2 1,1
26950,9 8 2 3 6 32,1
26951,17 150 5 8 18 22,0
26952,3 2 1 1 2 0,1
26953,4 1 1 1 1 0,1
26954,11 17 1 1 2 3,1
26955,15 113 9 5 23 12,1
26956,36 11 1 2 1 3,1
26957,7 7 2 2 2 0,0
26958,15 14 1 1 1 4,1
26959,7 47 2 4 3 5,1
26960,29 1 1 1 2 0,1
26961,4 13 1 1 12 0,1
26962,28 74 8 6 18 16,1
26963,11 28 1 2 3 8,1
26964,18 6 1 1 3 1,1
26965,5 19 1 2 8 1,1
26966,4 15 2 1 3 2,1
26967,7 67 5 7 14 0,1
26968,38 1 1 1 1 0,1
26969,7 25 1 1 8 3,1
26970,17 811 22 18 127 98,0
26971,37 8 1 1 3 1,1
26972,7 248 13 12 38 43,0
26973,14 16 1 2 7 2,1
26974,13 208 8 8 29 36,0
26975,1 6 1 1 3 1,0
26976,30 1 1 1 1 0,1
26977,4 106 6 11 14 26,1
26978,20 1 1 1 1 0,1
26979,13 1 1 1 1 0,1
26980,22 261 6 8 8 81,0
26981,34 1 1 1 1 0,1
26982,13 9 1 2 2 2,1
26983,15 7 1 1 1 2,1
26984,15 67 5 6 9 4,1
26985,19 128 5 10 15 30,1
26986,0 1 1 1 1 0,1
26987,2 2 1 1 2 0,1
26988,22 155 6 11 16 43,0
26989,10 10 1 2 3 2,1
26990,27 12 1 1 4 1,1
26991,15 8 1 2 2 2,1
26992,4 6 1 1 3 1,1
26993,14 2 1 2 2 0,1
26994,4 98 5 9 12 20,0
26995,18 39 3 4 3 3,0
26996,9 535 7 13 23 141,0
26997,21 53 1 3 19 7,1
26998,21 57 2 4 14 11,0
26999,5 1 1 1 1 0,1
27000,32 3 1 1 3 0,1
27001,7 38 4 4 11 1,0
27002,9 234 9 14 22 47,0
27003,4 29 1 1 7 1,0
27004,38 1 1 1 1 0,1
27005,1 39 3 6 11 6,1
27006,18 80 1 2 6 0,1
27007,8 7 1 1 4 1,1
27008,4 330 10 8 32 100,0
27009,4 7 1 1 1 2,1
27010,3 1 1 1 1 0,1
27011,13 10 1 1 1 2,0
27012,6 1 1 1 1 0,1
27013,7 39 2 4 8 7,1
27014,18 28 2 2 7 5,1
27015,18 8 1 1 1 2,1
27016,11 101 4 4 23 48,0
27017,22 45 3 5 16 0,0
27018,5 31 3 4 7 7,1
27019,4 25 1 3 1 8,1
27020,4 207 8 10 40 9,0
27021,37 2 1 1 2 0,1
27022,22 26 2 2 3 0,1
27023,1 1 1 1 1 0,1
27024,9 148 3 6 8 42,0
27025,7 6 1 2 1 2,1
27026,27 15 2 4 6 4,1
27027,11 2 1 1 2 0,1
27028,9 14 2 2 7 2,1
27029,7 77 7 12 25 2,0
27030,12 4 1 1 1 1,1
27031,34 12 2 1 5 2,1
27032,11 12 1 2 2 3,1
27033,2 34 2 3 3 6,0
27034,0 2 1 1 2 0,1
27035,14 24 1 2 5 6,1
27036,18 1 1 1 1 0,1
27037,21 138 2 2 6 16,1
27038,2 10 1 1 3 0,1
27039,11 16 1 4 2 1,1
27040,12 4 1 1 2 0,1
27041,7 3 1 1 3 0,1
27042,11 94 6 10 19 15,1
27043,9 121 7 7 17 31,1
27044,9 3 1 1 3 0,0
27045,0 6 1 1 2 1,1
27046,6 278 10 13 28 44,0
27047,3 1 1 1 1 0,1
27048,4 26 3 6 7 7,1
27049,21 340 3 4 17 11,0
27050,4 68 5 4 22 3,1
27051,18 88 7 11 3 12,0
27052,2 4 1 1 2 0,1
27053,7 13 1 3 4 2,1
27054,4 104 4 4 12 11,0
27055,4 212 11 9 45 49,0
27056,16 1 1 1 1 0,1
27057,15 11 2 3 2 3,1
27058,21 1 1 1 1 0,1
27059,29 110 3 3 11 16,1
27060,5 2 1 1 2 0,1
27061,6 85 3 2 14 11,1
27062,37 6 1 1 2 1,1
27063,28 27 1 2 5 8,1
27064,4 7 1 1 3 0,1
27065,21 91 3 4 5 14,1
27066,5 8 1 1 4 1,1
27067,4 2 1 1 2 0,1
27068,30 3 1 1 2 0,1
27069,14 290 12 9 42 58,0
27070,15 10 1 2 6 0,1
27071,1 27 1 3 8 4,1
27072,21 1 1 1 1 0,0
27073,15 99 3 5 15 22,1
27074,11 28 2 1 2 7,1
27075,37 6 1 1 2 1,1
27076,23 1 1 1 1 0,1
27077,7 27 1 2 3 1,1
27078,2 2 1 1 2 0,1
27079,4 1 1 2 7 1,1
27080,16 58 4 4 20 9,1
27081,2 6 1 2 2 1,1
27082,6 88 7 11 15 23,1
27083,16 1 1 1 1 0,1
27084,28 22 3 3 6 6,1
27085,25 53 3 2 8 15,0
27086,23 5 1 1 1 1,1
27087,7 68 5 6 10 13,1
27088,21 6 1 1 2 1,1
27089,0 4 1 1 3 0,1
27090,4 92 9 13 16 8,1
27091,23 66 8 8 18 14,1
27092,11 9 1 2 2 1,1
27093,22 11 1 1 4 0,1
27094,1 1 1 1 1 0,1
27095,11 20 1 2 3 5,1
27096,7 2 1 1 2 0,1
27097,25 1 1 1 1 0,1
27098,13 15 1 2 5 3,1
27099,20 450 9 12 15 50,0
27100,10 79 4 5 8 13,1
27101,9 1 1 1 1 0,1
27102,14 1 1 1 1 0,1
27103,25 4 1 2 4 0,1
27104,22 34 1 1 3 11,0
27105,12 1 1 1 1 0,1
27106,17 51 2 2 7 5,1
27107,13 1 1 1 1 0,1
27108,2 3 1 1 3 0,1
27109,11 1 1 1 1 0,1
27110,7 6 1 1 2 1,1
27111,21 29 1 1 3 1,1
27112,31 203 3 8 11 25,0
27113,7 1 1 1 2 0,1
27114,31 221 7 12 10 42,0
27115,11 2 1 1 2 0,1
27116,9 38 1 4 2 11,1
27117,1 6 1 1 2 1,1
27118,17 12 2 2 3 2,1
27119,25 110 4 9 3 32,1
27120,7 61 2 2 12 5,1
27121,1 9 1 2 2 1,1
27122,7 7 1 1 2 1,1
27123,31 16 1 2 7 2,1
27124,34 22 1 2 6 1,1
27125,7 7 1 1 2 1,1
27126,1 9 1 2 4 1,1
27127,18 1 1 1 1 0,1
27128,2 226 8 9 13 43,0
27129,15 40 2 4 6 8,0
27130,9 9 1 1 3 0,1
27131,22 4 1 1 2 0,0
27132,37 4 1 1 2 0,1
27133,13 23 4 3 4 5,1
27134,22 423 12 13 57 79,0
27135,2 50 3 3 8 12,1
27136,1 1 1 1 1 0,1
27137,7 16 1 1 4 1,1
27138,7 41 1 2 3 6,1
27139,1 6 1 2 2 1,1
27140,13 5 1 2 2 1,1
27141,21 1 1 1 1 0,1
27142,18 57 3 4 5 10,1
27143,20 2 2 2 2 0,0
27144,21 204 5 5 19 11,0
27145,4 25 4 5 8 6,1
27146,31 8 1 1 3 1,1
27147,18 11 1 1 2 2,1
27148,27 11 1 2 1 3,1
27149,12 6 1 2 2 1,1
27150,7 11 1 1 4 2,0
27151,7 6 1 2 3 0,1
27152,7 36 3 4 9 1,1
27153,17 37 1 1 2 2,1
27154,4 120 3 4 16 8,0
27155,13 10 1 3 1 2,1
27156,16 14 1 1 6 3,1
27157,34 675 20 12 52 35,0
27158,9 4 1 1 2 0,1
27159,34 14 1 2 2 3,1
27160,15 6 1 1 2 1,1
27161,8 22 3 3 3 6,1
27162,11 10 2 2 2 6,1
27163,12 1 1 1 1 0,1
27164,21 6 1 1 2 1,1
27165,15 9 2 2 1 0,1
27166,7 8 1 1 3 1,1
27167,7 15 2 2 5 3,1
27168,9 1 1 1 1 0,1
27169,19 24 2 3 2 5,0
27170,2 12 1 2 2 3,1
27171,4 44 2 3 17 4,1
27172,4 12 1 1 4 3,1
27173,11 30 2 3 9 4,1
27174,15 18 1 2 7 3,1
27175,11 12 1 2 3 3,1
27176,11 100 2 3 14 20,0
27177,26 1 1 1 1 0,1
27178,7 7 2 2 3 1,0
27179,4 110 7 7 18 9,1
27180,27 7 1 1 1 2,1
27181,11 75 1 2 2 18,1
27182,1 7 2 2 3 1,1
27183,18 7 1 1 1 1,1
27184,7 6 1 2 2 1,1
27185,4 287 9 13 24 81,0
27186,25 7 1 1 2 1,1
27187,17 90 2 4 13 18,1
27188,7 53 5 10 12 13,1
27189,11 153 5 8 9 45,1
27190,17 40 1 2 6 8,1
27191,0 7 1 1 3 0,1
27192,9 7 1 1 2 1,0
27193,21 9 1 1 4 1,1
27194,15 40 2 3 20 6,1
27195,15 227 12 12 39 54,0
27196,9 106 6 7 8 20,1
27197,11 18 1 2 2 3,1
27198,30 1 1 1 1 0,1
27199,7 49 2 3 13 7,1
27200,1 51 3 5 14 11,1
27201,38 19 2 2 4 9,1
27202,16 19 1 1 7 3,1
27203,2 1 1 1 1 0,1
27204,27 1 1 1 1 0,1
27205,11 80 1 2 6 14,1
27206,11 14 1 1 1 1,1
27207,30 1 1 1 1 0,1
27208,1 165 14 8 7 49,0
27209,14 30 1 1 3 4,1
27210,20 9 1 1 2 0,1
27211,6 19 2 2 3 3,1
27212,33 1 1 1 1 0,1
27213,4 147 8 6 19 41,1
27214,2 5 1 1 1 1,1
27215,25 23 3 2 5 4,1
27216,11 138 6 6 16 3,1
27217,35 37 2 3 13 7,1
27218,26 99 3 8 12 9,1
27219,30 40 2 2 4 7,0
27220,22 6 1 1 1 1,1
27221,17 2 1 1 2 0,1
27222,28 94 2 2 7 27,1
27223,4 132 8 5 11 37,0
27224,4 1 1 1 1 0,1
27225,15 144 8 12 13 38,0
27226,16 11 2 2 11 0,1
27227,16 92 1 1 1 6,1
27228,11 48 2 3 3 14,1
27229,35 89 1 3 10 15,1
27230,9 68 3 5 13 12,1
27231,15 11 1 1 2 3,1
27232,4 60 3 5 15 4,0
27233,11 24 1 3 11 0,1
27234,3 1 1 1 1 0,0
27235,1 6 1 2 2 1,0
27236,3 6 1 1 3 1,1
27237,7 30 3 5 6 6,1
27238,36 1 1 1 1 0,1
27239,35 1 1 1 1 0,1
27240,28 2 1 1 2 0,1
27241,7 42 1 1 12 4,1
27242,4 27 1 1 10 5,1
27243,31 1 1 1 1 0,1
27244,37 1 1 1 1 0,1
27245,4 3 1 1 1 0,1
27246,2 32 2 2 8 1,1
27247,2 43 2 5 7 6,1
27248,7 236 7 14 21 52,0
27249,14 6 1 1 2 1,1
27250,27 16 2 2 2 2,1
27251,7 9 2 3 2 2,1
27252,7 45 4 5 13 7,1
27253,3 415 9 13 21 97,0
27254,15 23 2 4 2 7,1
27255,25 15 1 1 5 1,1
27256,6 9 1 1 4 2,1
27257,4 100 5 7 17 38,1
27258,15 65 4 7 16 17,1
27259,21 1 1 1 1 0,1
27260,18 98 3 6 19 17,1
27261,16 1 1 1 1 0,0
27262,28 29 2 2 6 8,1
27263,4 400 17 19 54 82,0
27264,22 318 12 12 37 85,0
27265,12 14 1 2 5 1,1
27266,2 6 1 1 3 1,1
27267,22 1 1 1 1 0,1
27268,15 23 1 1 10 4,1
27269,16 28 2 1 3 5,1
27270,6 11 1 2 3 2,1
27271,19 17 1 2 2 3,1
27272,18 34 1 2 8 5,1
27273,0 150 2 3 15 11,1
27274,17 10 1 1 2 2,1
27275,15 154 6 10 37 57,0
27276,0 60 16 10 30 6,1
27277,9 58 2 9 4 3,0
27278,7 113 7 4 22 19,0
27279,1 170 8 6 18 47,0
27280,37 1 1 1 1 0,1
27281,14 54 2 4 3 15,1
27282,15 17 1 3 5 3,1
27283,14 1 1 1 1 0,1
27284,31 1 1 1 1 0,1
27285,25 68 4 6 11 13,1
27286,7 1 1 3 4 0,1
27287,0 1 1 1 1 0,1
27288,18 1 1 1 1 0,1
27289,4 6 1 1 3 0,1
27290,17 267 5 10 21 26,0
27291,9 25 2 3 6 4,1
27292,3 2 1 1 2 0,1
27293,2 1 1 1 1 0,1
27294,1 7 1 1 2 1,1
27295,15 141 6 7 17 33,0
27296,10 31 1 1 7 2,1
27297,9 16 2 3 2 2,1
27298,30 515 18 14 49 62,0
27299,7 27 1 2 1 8,1
27300,11 1 1 1 1 0,1
27301,4 197 11 12 29 24,0
27302,4 1 1 1 1 0,1
27303,7 1 1 1 1 0,1
27304,11 42 2 2 8 0,0
27305,4 89 5 7 24 14,0
27306,27 5 1 1 2 0,1
27307,6 8 1 2 1 2,1
27308,15 49 1 2 2 11,1
27309,32 45 1 4 5 8,1
27310,15 37 1 2 19 4,1
27311,0 42 2 2 13 0,1
27312,4 33 2 2 8 6,1
27313,21 1 1 1 1 0,1
27314,13 1 1 2 13 4,1
27315,12 14 1 3 2 4,1
27316,22 1 1 1 1 0,1
27317,7 5 1 1 4 0,1
27318,16 1 1 1 1 0,1
27319,0 1 1 1 1 0,1
27320,4 2 1 1 2 0,1
27321,31 1 1 1 1 0,1
27322,11 24 1 2 6 1,1
27323,2 5 1 1 2 0,1
27324,7 5 1 1 3 0,1
27325,37 9 1 1 4 1,1
27326,7 14 2 2 5 3,1
27327,1 109 3 4 6 23,1
27328,7 12 2 3 4 2,1
27329,15 23 2 2 11 3,1
27330,18 1 1 1 1 0,1
27331,2 7 1 1 2 1,1
27332,11 7 1 1 2 1,0
27333,34 8 1 2 3 0,1
27334,3 5 1 2 1 1,1
27335,3 1 1 1 1 0,1
27336,23 249 8 10 27 33,1
27337,4 2 1 1 2 0,1
27338,24 33 3 4 18 2,1
27339,7 156 8 10 24 25,0
27340,29 18 2 3 4 3,1
27341,7 8 1 2 4 1,1
27342,4 2 1 1 2 0,1
27343,7 18 1 2 6 1,1
27344,3 290 4 7 21 46,0
27345,18 76 4 4 9 0,0
27346,13 54 2 3 2 9,1
27347,31 1 1 1 1 0,1
27348,0 22 5 4 9 3,1
27349,18 1 1 1 1 0,1
27350,1 26 1 2 2 8,0
27351,15 1 1 1 1 0,1
27352,15 31 1 2 14 6,1
27353,29 10 1 1 1 0,1
27354,11 32 1 1 4 5,1
27355,3 75 3 4 4 16,1
27356,7 158 5 6 19 20,0
27357,7 135 4 5 22 14,1
27358,4 101 5 5 10 41,0
27359,30 20 1 1 2 7,1
27360,6 11 1 1 4 2,0
27361,9 3 1 1 3 0,1
27362,15 1 1 1 2 0,1
27363,22 191 9 11 3 62,0
27364,33 3 1 1 3 0,1
27365,7 22 1 1 4 0,1
27366,15 59 4 7 38 14,1
27367,15 295 9 8 12 68,0
27368,7 1 1 1 1 0,1
27369,11 18 2 2 4 4,0
27370,7 43 2 4 5 13,1
27371,9 41 4 3 9 1,1
27372,0 1 1 1 1 0,1
27373,4 1 1 1 1 0,1
27374,16 16 1 2 3 2,1
27375,4 27 1 1 3 8,1
27376,18 1 1 1 1 0,1
27377,5 2 1 1 2 0,1
27378,18 11 1 2 4 2,1
27379,8 4 1 1 3 0,1
27380,6 31 2 4 6 8,1
27381,16 76 3 12 15 18,1
27382,27 12 1 1 5 1,1
27383,12 1 1 1 1 0,1
27384,16 18 2 2 3 5,0
27385,7 163 9 7 24 39,1
27386,31 13 2 2 4 2,1
27387,18 56 6 8 13 5,1
27388,37 1 1 1 1 0,1
27389,4 101 7 7 18 28,1
27390,4 20 1 2 2 7,1
27391,13 1 1 1 1 0,1
27392,1 6 3 3 3 2,1
27393,34 3 1 1 3 0,1
27394,12 29 1 2 3 7,1
27395,11 1 1 1 1 0,1
27396,26 62 2 1 2 10,1
27397,17 289 17 4 38 35,0
27398,26 370 4 12 6 40,1
27399,23 8 1 1 1 2,1
27400,26 1 1 1 1 0,1
27401,15 13 1 1 8 1,1
27402,14 33 3 4 11 8,1
27403,37 2 1 1 2 0,1
27404,0 13 1 2 2 1,1
27405,11 65 1 3 6 0,1
27406,11 252 6 10 23 48,0
27407,24 11 2 2 4 4,1
27408,17 56 3 4 7 5,1
27409,15 19 2 2 21 1,1
27410,31 86 3 7 15 14,1
27411,11 3 1 1 3 0,1
27412,2 16 1 2 6 1,1
27413,11 74 2 4 12 17,1
27414,11 33 2 3 3 10,1
27415,33 1 1 1 1 0,1
27416,11 2 1 2 2 0,1
27417,15 2 1 1 2 0,1
27418,1 1 1 1 1 0,1
27419,18 12 1 1 1 2,1
27420,15 15 3 3 4 7,0
27421,0 553 4 9 18 68,0
27422,16 2 1 1 2 0,1
27423,9 7 1 1 3 1,1
27424,15 20 1 1 13 2,1
27425,9 7 1 1 3 1,1
27426,11 8 1 1 2 2,1
27427,22 18 2 2 3 3,0
27428,31 172 1 3 14 20,1
27429,17 1 1 1 1 0,1
27430,17 1 1 1 1 0,1
27431,28 1 1 1 1 0,1
27432,16 2 1 1 2 0,1
27433,11 125 3 4 17 11,0
27434,1 20 1 2 11 2,1
27435,33 6 1 1 2 1,1
27436,7 10 1 2 2 2,1
27437,1 12 1 2 2 1,1
27438,4 2 1 1 2 0,1
27439,14 7 1 1 3 1,1
27440,25 2 1 1 2 0,1
27441,8 7 2 2 2 1,1
27442,1 56 2 4 9 12,1
27443,31 13 1 2 8 2,1
27444,7 2 1 1 2 0,1
27445,10 75 2 4 10 12,1
27446,7 71 6 5 10 12,0
27447,17 461 15 15 32 67,0
27448,3 1 1 1 1 0,1
